"Row.names" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "product_name" "kegg_entry" "kegg_definition" "kegg_module" "kegg_module_desc" "kegg_pathway" "kegg_pathway_desc" "pfam_access" "pfam_product_name" "pfam_desc" "tigrfam_access" "tigrfam_name" "tigrfam_product_name" "tigrfam_desc" "cog_access" "cog_name" "cog_function" "cog_category" "kog_access" "kog_name" "kog_function" "kog_category" "ublastp" "ublastp_desc" "tax_kingdom" "tax_phylum" "tax_class" "tax_order" "tax_family" "tax_genus" "tax_specie"
"2776" "NMG90_14840" 3745.04141607358 -0.380554693243986 0.190443347836547 -1.99825668665837 0.0456888386993588 0.99588490034801 "pyrG, CTPS" "K01937" "CTP synthase" "M00052" "Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP" "ko00240==ko01100" "Pyrimidine metabolism==Metabolic pathways" "PF06418.13" "CTP_synth_N" "-" "NULL" "NULL" "NULL" "NULL" "COG0504" "PyrG" "CTP synthase (UTP-ammonia lyase)" "Nucleotide transport and metabolism" "KOG2387" "KOG2387" "CTP synthase (UTP-ammonia lyase)" "Nucleotide transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2901" "NMG90_15465" 198.815762114274 -0.449055947360021 0.227672117386068 -1.97238007234126 0.0485662349769626 0.99588490034801 "celC, chbA" "K02759" "cellobiose PTS system EIIA component" "NULL" "NULL" "ko00500==ko02060" "Starch and sucrose metabolism==Phosphotransferase system (PTS)" "PF02255.15" "PTS_IIA" "-" "NULL" "NULL" "NULL" "NULL" "COG1447" "CelC" "Phosphotransferase system cellobiose-specific component IIA" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2907" "NMG90_15495" 82.8834991006251 -0.770766929152576 0.277771138043901 -2.77482727176197 0.00552310328250088 0.99588490034801 "CelF" "K01222" "6-phospho-beta-glucosidase" "NULL" "NULL" "ko00010==ko00500" "Glycolysis / Gluconeogenesis==Starch and sucrose metabolism" "PF02056.15" "Glyco_hydro_4" "-" "NULL" "NULL" "NULL" "NULL" "COG1486" "CelF" "Alpha-galactosidases/6-phospho-beta-glucosidases, family 4 of glycosyl hydrolases" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2981" "NMG90_15885" 8004.93612212002 -0.447006946353409 0.184376956495552 -2.42441872807567 0.0153329148606919 0.99588490034801 "PGK, pgk" "K00927" "phosphoglycerate kinase" "M00001==M00002==M00003==M00165==M00166==M00308==M00552" "Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate==Glycolysis, core module involving three-carbon compounds==Gluconeogenesis, oxaloacetate => fructose-6P==Reductive pentose phosphate cycle (Calvin cycle)==Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P==Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P==D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P" "ko00010==ko00710==ko01100==ko01110==ko01120==ko01200==ko01230==ko04066" "Glycolysis / Gluconeogenesis==Carbon fixation in photosynthetic organisms==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Carbon metabolism==Biosynthesis of amino acids==HIF-1 signaling pathway" "PF00162.18" "PGK" "-" "NULL" "NULL" "NULL" "NULL" "COG0126" "Pgk" "3-phosphoglycerate kinase" "Carbohydrate transport and metabolism" "KOG1367" "KOG1367" "3-phosphoglycerate kinase" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2982" "NMG90_15890" 6012.00358603411 -0.494608334330247 0.180248109425125 -2.74404173174259 0.00606878224244677 0.99588490034801 "TPI, tpiA" "K01803" "triosephosphate isomerase (TIM)" "M00001==M00002==M00003" "Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate==Glycolysis, core module involving three-carbon compounds==Gluconeogenesis, oxaloacetate => fructose-6P" "ko00010==ko00051==ko00562==ko00710==ko01100==ko01110==ko01120==ko01200==ko01230" "Glycolysis / Gluconeogenesis==Fructose and mannose metabolism==Inositol phosphate metabolism==Carbon fixation in photosynthetic organisms==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Carbon metabolism==Biosynthesis of amino acids" "PF00121.17" "TIM" "-" "NULL" "NULL" "NULL" "NULL" "COG0149" "TpiA" "Triosephosphate isomerase" "Carbohydrate transport and metabolism" "KOG1643" "KOG1643" "Triosephosphate isomerase" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2983" "NMG90_15895" 13567.776055878 -0.501052630245349 0.195259445147754 -2.56608652076318 0.0102853169319014 0.99588490034801 "gpmI" "K15633" "2,3-bisphosphoglycerate-independent phosphoglycerate mutase" "M00001==M00002==M00003" "Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate==Glycolysis, core module involving three-carbon compounds==Gluconeogenesis, oxaloacetate => fructose-6P" "ko00010==ko00260==ko00680==ko01100==ko01110==ko01120==ko01200==ko01230" "Glycolysis / Gluconeogenesis==Glycine, serine and threonine metabolism==Methane metabolism==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Carbon metabolism==Biosynthesis of amino acids" "PF06415.12" "iPGM_N" "-" "NULL" "NULL" "NULL" "NULL" "COG0696" "GpmI" "Phosphoglyceromutase" "Carbohydrate transport and metabolism" "KOG4513" "KOG4513" "Phosphoglycerate mutase" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"2984" "NMG90_15900" 13063.3133281984 -0.433361167937818 0.19895597335104 -2.17817620973456 0.0293929205315153 0.99588490034801 "ENO, eno" "K01689" "enolase" "M00001==M00002==M00003==M00346" "Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate==Glycolysis, core module involving three-carbon compounds==Gluconeogenesis, oxaloacetate => fructose-6P==Formaldehyde assimilation, serine pathway" "ko00010==ko00680==ko01100==ko01110==ko01120==ko01200==ko01230==ko03018==ko04066" "Glycolysis / Gluconeogenesis==Methane metabolism==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Carbon metabolism==Biosynthesis of amino acids==RNA degradation==HIF-1 signaling pathway" "PF00113.21" "Enolase_C" "-" "NULL" "NULL" "NULL" "NULL" "COG0148" "Eno" "Enolase" "Carbohydrate transport and metabolism" "KOG2670" "KOG2670" "Enolase" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3178" "NMG90_16885" 20973.8783314147 -0.295422653810197 0.150251366264388 -1.96618946739133 0.0492767286778838 0.99588490034801 "tsf, TSFM" "K02357" "elongation factor Ts" "NULL" "NULL" "NULL" "NULL" "PF00889.18" "EF_TS" "-" "NULL" "NULL" "NULL" "NULL" "COG0264" "Tsf" "Translation elongation factor Ts" "Translation, ribosomal structure and biogenesis" "KOG1071" "KOG1071" "Mitochondrial translation elongation factor EF-Tsmt, catalyzes nucleotide exchange on EF-Tumt" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3179" "NMG90_16890" 10835.2040687144 -0.375168861310451 0.184856077979662 -2.02951866885181 0.0424054894479393 0.99588490034801 "pyrH" "K09903" "uridylate kinase" "M00052" "Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP" "ko00240==ko01100" "Pyrimidine metabolism==Metabolic pathways" "PF00696.27" "AA_kinase" "-" "NULL" "NULL" "NULL" "NULL" "COG0528" "PyrH" "Uridylate kinase" "Nucleotide transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3180" "NMG90_16895" 10713.0965473995 -0.375580784027371 0.186051656354635 -2.01869089147733 0.043519357296917 0.99588490034801 "frr, MRRF, RRF" "K02838" "ribosome recycling factor" "NULL" "NULL" "NULL" "NULL" "PF01765.18" "RRF" "-" "NULL" "NULL" "NULL" "NULL" "COG0233" "Frr" "Ribosome recycling factor" "Translation, ribosomal structure and biogenesis" "KOG4759" "KOG4759" "Ribosome recycling factor" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3341" "NMG90_17705" 275.107967241621 0.438921449747075 0.20385622792812 2.15309315887979 0.0313113578057483 0.99588490034801 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3358" "NMG90_17795" 900.188615304987 -0.736231077042342 0.335803743424779 -2.19244451992614 0.0283474249787377 0.99588490034801 "NULL" "NULL" "prophage LambdaBa01, membrane protein, putative" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3386" "NMG90_17955" 6385.15376851481 -0.550729620058758 0.234968253785255 -2.34384692904978 0.0190860026434533 0.99588490034801 "groES, HSPE1" "K04078" "chaperonin GroES" "NULL" "NULL" "NULL" "NULL" "PF00166.20" "Cpn10" "-" "NULL" "NULL" "NULL" "NULL" "COG0234" "GroS" "Co-chaperonin GroES (HSP10)" "Posttranslational modification, protein turnover, chaperones" "KOG1641" "KOG1641" "Mitochondrial chaperonin" "Posttranslational modification, protein turnover, chaperones" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3423" "NMG90_18210" 13898.0146685843 0.438226794780635 0.203056605312774 2.15815089642428 0.0309161017062848 0.99588490034801 "ddpD" "K02031" "peptide/nickel transport system ATP-binding protein" "NULL" "NULL" "ko02024" "Quorum sensing" "PF00005.26" "ABC_tran" "-" "NULL" "NULL" "NULL" "NULL" "COG0444" "DppD" "ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component" "Amino acid transport and metabolism / Inorganic ion transport and metabolism" "KOG0055" "KOG0055" "Multidrug/pheromone exporter, ABC superfamily" "Secondary metabolites biosynthesis, transport and catabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3424" "NMG90_18215" 8294.7922469532 0.618922687088807 0.201148164303654 3.07694921915608 0.00209130924608618 0.99588490034801 "ABC.PE.P1" "K02034" "peptide/nickel transport system permease protein" "NULL" "NULL" "ko02024" "Quorum sensing" "PF00528.21" "BPD_transp_1" "-" "NULL" "NULL" "NULL" "NULL" "COG1173" "DppC" "ABC-type dipeptide/oligopeptide/nickel transport systems, permease components" "Amino acid transport and metabolism / Inorganic ion transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3425" "NMG90_18220" 6068.7339647651 0.673844712161052 0.220222329745746 3.05983826862166 0.00221456544876501 0.99588490034801 "ABC.PE.P" "K02033" "peptide/nickel transport system permease protein" "NULL" "NULL" "ko02024" "Quorum sensing" "PF00528.21" "BPD_transp_1" "-" "NULL" "NULL" "NULL" "NULL" "COG0601" "DppB" "ABC-type dipeptide/oligopeptide/nickel transport systems, permease components" "Amino acid transport and metabolism / Inorganic ion transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3426" "NMG90_18225" 36990.9682220186 0.57467539725506 0.209517066324038 2.74285721606216 0.00609071630469931 0.99588490034801 "ABC.PE.S" "K02035" "peptide/nickel transport system substrate-binding protein" "NULL" "NULL" "ko02024" "Quorum sensing" "PF00496.21" "SBP_bac_5" "-" "NULL" "NULL" "NULL" "NULL" "COG0747" "DdpA" "ABC-type dipeptide transport system, periplasmic component" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3452" "NMG90_18355" 667.509167908169 -0.605598194039509 0.227834600864073 -2.65806067973324 0.0078591741250774 0.99588490034801 "modA" "K02020" "molybdate transport system substrate-binding protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF01547.24" "SBP_bac_1" "-" "NULL" "NULL" "NULL" "NULL" "COG0725" "ModA" "ABC-type molybdate transport system, periplasmic component" "Inorganic ion transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3458" "NMG90_18385" 2673.62439004625 0.528858012195981 0.190004113499733 2.78340296141391 0.00537919509221261 0.99588490034801 "ABC.PE.S" "K02035" "peptide/nickel transport system substrate-binding protein" "NULL" "NULL" "ko02024" "Quorum sensing" "PF00496.21" "SBP_bac_5" "-" "NULL" "NULL" "NULL" "NULL" "COG4166" "OppA" "ABC-type oligopeptide transport system, periplasmic component" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3478" "NMG90_18485" 7070.5073621913 0.466145306264252 0.227384643787247 2.05002984590464 0.0403615184166387 0.99588490034801 "metQ" "K02073" "D-methionine transport system substrate-binding protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF03180.13" "Lipoprotein_9" "-" "NULL" "NULL" "NULL" "NULL" "COG1464" "NlpA" "ABC-type metal ion transport system, periplasmic component/surface antigen" "Inorganic ion transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3479" "NMG90_18490" 15453.9529834856 0.567480958800153 0.228063825646216 2.48825501892816 0.0128371645253922 0.99588490034801 "metN" "K02071" "D-methionine transport system ATP-binding protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF00005.26" "ABC_tran" "-" "NULL" "NULL" "NULL" "NULL" "COG1135" "AbcC" "ABC-type metal ion transport system, ATPase component" "Inorganic ion transport and metabolism" "KOG0055" "KOG0055" "Multidrug/pheromone exporter, ABC superfamily" "Secondary metabolites biosynthesis, transport and catabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3480" "NMG90_18495" 5660.92643201118 0.576229750152108 0.234613528602152 2.45608065990625 0.0140461626522857 0.99588490034801 "metI" "K02072" "D-methionine transport system permease protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF00528.21" "BPD_transp_1" "-" "NULL" "NULL" "NULL" "NULL" "COG2011" "AbcD" "ABC-type metal ion transport system, permease component" "Inorganic ion transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3520" "NMG90_18745" 37892.3096979233 -0.587584642727163 0.294966326147721 -1.99203973687795 0.0463666981255374 0.99588490034801 "RP-S8, rpsH" "K02994" "small subunit ribosomal protein S8" "NULL" "NULL" "ko03010" "Ribosome" "PF00410.18" "Ribosomal_S8" "-" "NULL" "NULL" "NULL" "NULL" "COG0096" "RpsH" "Ribosomal protein S8" "Translation, ribosomal structure and biogenesis" "KOG1754" "KOG1754" "40S ribosomal protein S15/S22" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3527" "NMG90_18780" 30790.8230933546 -0.569240004437691 0.281543779879441 -2.02185253277996 0.0431915887837485 0.99588490034801 "RP-L16, MRPL16, rplP" "K02878" "large subunit ribosomal protein L16" "NULL" "NULL" "ko03010" "Ribosome" "PF00252.17" "Ribosomal_L16" "-" "NULL" "NULL" "NULL" "NULL" "COG0197" "RplP" "Ribosomal protein L16/L10E" "Translation, ribosomal structure and biogenesis" "KOG3422" "KOG3422" "Mitochondrial ribosomal protein L16" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3528" "NMG90_18785" 44406.0634440995 -0.545631734223376 0.274157004931536 -1.99021627902462 0.0465671158043546 0.99588490034801 "RP-S3, rpsC" "K02982" "small subunit ribosomal protein S3" "NULL" "NULL" "ko03010" "Ribosome" "PF07650.16" "KH_2" "-" "NULL" "NULL" "NULL" "NULL" "COG0092" "RpsC" "Ribosomal protein S3" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3529" "NMG90_18790" 27960.0294009409 -0.569930968596853 0.268660740652968 -2.12137794011757 0.0338900101566011 0.99588490034801 "RP-L22, MRPL22, rplV" "K02890" "large subunit ribosomal protein L22" "NULL" "NULL" "ko03010" "Ribosome" "PF00237.18" "Ribosomal_L22" "-" "NULL" "NULL" "NULL" "NULL" "COG0091" "RplV" "Ribosomal protein L22" "Translation, ribosomal structure and biogenesis" "KOG1711" "KOG1711" "Mitochondrial/chloroplast ribosomal protein L22" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3530" "NMG90_18795" 27940.6371124483 -0.551780767883082 0.271238878953681 -2.03429821717155 0.0419215368362623 0.99588490034801 "RP-S19, rpsS" "K02965" "small subunit ribosomal protein S19" "NULL" "NULL" "ko03010" "Ribosome" "PF00203.20" "Ribosomal_S19" "-" "NULL" "NULL" "NULL" "NULL" "COG0185" "RpsS" "Ribosomal protein S19" "Translation, ribosomal structure and biogenesis" "KOG0899" "KOG0899" "Mitochondrial/chloroplast ribosomal protein S19" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3531" "NMG90_18800" 78172.0316887234 -0.50292598274731 0.25392851469948 -1.9805809652473 0.0476382853131108 0.99588490034801 "RP-L2, MRPL2, rplB" "K02886" "large subunit ribosomal protein L2" "NULL" "NULL" "ko03010" "Ribosome" "PF00181.22" "Ribosomal_L2" "-" "NULL" "NULL" "NULL" "NULL" "COG0090" "RplB" "Ribosomal protein L2" "Translation, ribosomal structure and biogenesis" "KOG0438" "KOG0438" "Mitochondrial/chloroplast ribosomal protein L2" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3541" "NMG90_18850" 104023.437943854 -0.39915937201408 0.201969322367973 -1.97633664030838 0.0481166623868863 0.99588490034801 "rpoC" "K03046" "DNA-directed RNA polymerase subunit beta'" "NULL" "NULL" "ko03020" "RNA polymerase" "PF04997.11" "RNA_pol_Rpb1_1" "-" "NULL" "NULL" "NULL" "NULL" "COG0086" "RpoC" "DNA-directed RNA polymerase, beta' subunit/160 kD subunit" "Transcription" "KOG0260" "KOG0260" "RNA polymerase II, large subunit" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3544" "NMG90_18865" 10315.116373297 -0.468280240198146 0.201342462069298 -2.32578977819876 0.0200297682181781 0.99588490034801 "RP-L7, MRPL12, rplL" "K02935" "large subunit ribosomal protein L7/L12" "NULL" "NULL" "ko03010" "Ribosome" "PF00542.18" "Ribosomal_L12" "-" "NULL" "NULL" "NULL" "NULL" "COG0222" "RplL" "Ribosomal protein L7/L12" "Translation, ribosomal structure and biogenesis" "KOG1715" "KOG1715" "Mitochondrial/chloroplast ribosomal protein L12" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3545" "NMG90_18870" 15461.1960427018 -0.411620597858009 0.208337604415037 -1.97573836472653 0.0481844173742996 0.99588490034801 "RP-L10, MRPL10, rplJ" "K02864" "large subunit ribosomal protein L10" "NULL" "NULL" "ko03010" "Ribosome" "PF00466.19" "Ribosomal_L10" "-" "NULL" "NULL" "NULL" "NULL" "COG0244" "RplJ" "Ribosomal protein L10" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3621" "NMG90_19300" 5261.89182869953 0.350129889879841 0.136091545666767 2.5727526876443 0.0100893274955392 0.99588490034801 "NULL" "NULL" "transglutaminase-like superfamily protein" "NULL" "NULL" "NULL" "NULL" "PF01841.18" "Transglut_core" "-" "NULL" "NULL" "NULL" "NULL" "COG1305" "COG1305" "Transglutaminase-like enzymes, putative cysteine proteases" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3719" "NMG90_19805" 1883.82654082768 0.344760518202943 0.173986005511974 1.98154166013781 0.0475305622542018 0.99588490034801 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3720" "NMG90_19810" 93.8570739076666 0.560977097378657 0.227153503583605 2.46959473892591 0.0135266195696204 0.99588490034801 "NULL" "NULL" "triple helix repeat-containing protein" "NULL" "NULL" "NULL" "NULL" "PF01391.17" "Collagen" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "KOG3544" "KOG3544" "Collagens (type IV and type XIII), and related proteins" "Extracellular structures" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"3975" "NMG90_21180" 1724.53622405901 0.320680238951478 0.138514508076256 2.31513827255506 0.0206053660819666 0.99588490034801 "K07496" "K07496" "putative transposase" "NULL" "NULL" "NULL" "NULL" "PF12323.7" "HTH_OrfB_IS605" "-" "NULL" "NULL" "NULL" "NULL" "COG0675" "COG0675" "Transposase and inactivated derivatives" "DNA replication, recombination, and repair" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4040" "NMG90_21545" 4869.58663417839 0.427988848722946 0.216433897502472 1.9774575686235 0.0479899322153633 0.99588490034801 "ABC.CD.P" "K02004" "putative ABC transport system permease protein" "NULL" "NULL" "NULL" "NULL" "PF02687.20" "FtsX" "-" "NULL" "NULL" "NULL" "NULL" "COG4591" "LolE" "ABC-type transport system, involved in lipoprotein release, permease component" "Cell envelope biogenesis, outer membrane" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4045" "NMG90_21585" 7.43806811154607 1.6970415679827 0.799081315750274 2.12374076897207 0.0336918262931033 0.99588490034801 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4090" "NMG90_21895" 64.2736933776069 -0.793668346419771 0.32680270474985 -2.42858561108692 0.015157846006334 0.99588490034801 "phnE" "K02042" "phosphonate transport system permease protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF00528.21" "BPD_transp_1" "-" "NULL" "NULL" "NULL" "NULL" "COG3639" "COG3639" "ABC-type phosphate/phosphonate transport system, permease component" "Inorganic ion transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4099" "NMG90_21940" 1039.1480838167 -0.361498927745093 0.153953356592429 -2.34810682759008 0.0188691086080996 0.99588490034801 "xlyAB" "K01447" "N-acetylmuramoyl-L-alanine amidase" "NULL" "NULL" "NULL" "NULL" "PF01510.24" "Amidase_2" "-" "NULL" "NULL" "NULL" "NULL" "COG5632" "COG5632" "N-acetylmuramoyl-L-alanine amidase" "Cell envelope biogenesis, outer membrane" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4190" "NMG90_22395" 3.41187091626794 2.66591855948223 1.13078677743772 2.3575784689692 0.0183945672224419 0.99588490034801 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4224" "NMG90_22565" 3654.71183524787 0.353116390101378 0.155597397803119 2.26942349349688 0.0232425848483374 0.99588490034801 "NULL" "NULL" "nucleoside recognition family protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "COG3314" "COG3314" "Uncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4261" "NMG90_22765" 3849.87888050272 0.329362764360365 0.167670606140609 1.96434409072369 0.0494902018118643 0.99588490034801 "NULL" "NULL" "bacterial regulatory s, tetR family protein" "NULL" "NULL" "NULL" "NULL" "PF00440.22" "TetR_N" "-" "NULL" "NULL" "NULL" "NULL" "COG1309" "AcrR" "Transcriptional regulator" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4265" "NMG90_22785" 1164.29645217815 0.413927897769536 0.200262978748784 2.06692170642673 0.0387415320164262 0.99588490034801 "NULL" "NULL" "amidohydrolase family protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "COG1473" "AbgB" "Metal-dependent amidase/aminoacylase/carboxypeptidase" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4286" "NMG90_22900" 8286.80268450677 0.490405586032831 0.22714871672657 2.15896260872632 0.0308530679062937 0.99588490034801 "kinA" "K02491" "two-component system, sporulation sensor kinase A" "NULL" "NULL" "ko02020" "Two-component system" "PF02518.25" "HATPase_c" "-" "NULL" "NULL" "NULL" "NULL" "COG0642" "BaeS" "Signal transduction histidine kinase" "Signal transduction mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4368" "NMG90_23355" 127.316109589374 -0.435786690364136 0.222140511868963 -1.96176143962971 0.0497902649962611 0.99588490034801 "afuA, fbpA" "K02012" "iron(III) transport system substrate-binding protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF01547.24" "SBP_bac_1" "-" "NULL" "NULL" "NULL" "NULL" "COG1840" "AfuA" "ABC-type Fe3+ transport system, periplasmic component" "Inorganic ion transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
