"Row.names" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "product_name" "kegg_entry" "kegg_definition" "kegg_module" "kegg_module_desc" "kegg_pathway" "kegg_pathway_desc" "pfam_access" "pfam_product_name" "pfam_desc" "tigrfam_access" "tigrfam_name" "tigrfam_product_name" "tigrfam_desc" "cog_access" "cog_name" "cog_function" "cog_category" "kog_access" "kog_name" "kog_function" "kog_category" "ublastp" "ublastp_desc" "tax_kingdom" "tax_phylum" "tax_class" "tax_order" "tax_family" "tax_genus" "tax_specie"
"609" "NMG90_03310" 2061.19530240826 -0.324186755526925 0.187020230386154 -1.7334314841638 0.0830190056491789 0.99588490034801 "NULL" "NULL" "Sporulation protein YtaF" "NULL" "NULL" "NULL" "NULL" "PF02659.14" "Mntp" "-" "NULL" "NULL" "NULL" "NULL" "COG1971" "COG1971" "Predicted membrane protein" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"610" "NMG90_03315" 393.327158333603 -0.398872858672656 0.244604478224008 -1.63068502084974 0.102956798865483 0.99588490034801 "coaE" "K00859" "dephospho-CoA kinase" "M00120" "Coenzyme A biosynthesis, pantothenate => CoA" "ko00770==ko01100" "Pantothenate and CoA biosynthesis==Metabolic pathways" "PF01121.19" "CoaE" "-" "NULL" "NULL" "NULL" "NULL" "COG0237" "CoaE" "Dephospho-CoA kinase" "Coenzyme metabolism" "KOG3220" "KOG3220" "Similar to bacterial dephospho-CoA kinase" "Coenzyme transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"611" "NMG90_03320" 81969.1425298952 -0.0134317110960565 0.203124946077191 -0.066125364488477 0.9472780170999 0.99588490034801 "GAPDH, gapA" "K00134" "glyceraldehyde 3-phosphate dehydrogenase" "M00001==M00002==M00003==M00165==M00166==M00308==M00552" "Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate==Glycolysis, core module involving three-carbon compounds==Gluconeogenesis, oxaloacetate => fructose-6P==Reductive pentose phosphate cycle (Calvin cycle)==Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P==Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P==D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P" "ko00010==ko00710==ko01100==ko01110==ko01120==ko01200==ko01230==ko04066==ko05010==ko05130==ko05132" "Glycolysis / Gluconeogenesis==Carbon fixation in photosynthetic organisms==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Carbon metabolism==Biosynthesis of amino acids==HIF-1 signaling pathway==Alzheimer disease==Pathogenic Escherichia coli infection==Salmonella infection" "PF02800.19" "Gp_dh_C" "-" "NULL" "NULL" "NULL" "NULL" "COG0057" "GapA" "Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase" "Carbohydrate transport and metabolism" "KOG0657" "KOG0657" "Glyceraldehyde 3-phosphate dehydrogenase" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"612" "NMG90_03325" 21673.7717639031 -0.091398572467997 0.11196449641316 -0.816317452371041 0.414318595187822 0.99588490034801 "speD, AMD1" "K01611" "S-adenosylmethionine decarboxylase" "M00034==M00133" "Methionine salvage pathway==Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine" "ko00270==ko00330==ko01100" "Cysteine and methionine metabolism==Arginine and proline metabolism==Metabolic pathways" "PF02675.14" "AdoMet_dc" "-" "NULL" "NULL" "NULL" "NULL" "COG1586" "SpeD" "S-adenosylmethionine decarboxylase" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"613" "NMG90_03330" 3501.54564474482 0.0741089432143594 0.185683536696438 0.399114237766353 0.68980903184597 0.99588490034801 "nrdR" "K07738" "transcriptional repressor NrdR" "NULL" "NULL" "NULL" "NULL" "PF03477.15" "ATP-cone" "-" "NULL" "NULL" "NULL" "NULL" "COG1327" "COG1327" "Predicted transcriptional regulator, consists of a Zn-ribbon and ATP-cone domains" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"614" "NMG90_03335" 4427.09165317289 -0.0268185750058141 0.139802688300861 -0.191831611621799 0.847874108305038 0.99588490034801 "dnaB" "K03346" "replication initiation and membrane attachment protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "COG3611" "DnaB" "Replication initiation/membrane attachment protein" "DNA replication, recombination, and repair" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"615" "NMG90_03340" 4209.530811209 0.00620941473126872 0.149354983409623 0.0415748747682473 0.966837602949434 0.99588490034801 "dnaI" "K11144" "primosomal protein DnaI" "NULL" "NULL" "NULL" "NULL" "PF00308.17" "Bac_DnaA" "-" "NULL" "NULL" "NULL" "NULL" "COG1484" "DnaC" "DNA replication protein" "DNA replication, recombination, and repair" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"616" "NMG90_03345" 149.719471581406 0.123300143753442 0.264011643382627 0.467025401507562 0.640481704530689 0.99588490034801 "NULL" "NULL" "ytxC putative sporulation protein YtxC" "NULL" "NULL" "NULL" "NULL" "PF08812.10" "YtxC" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"617" "NMG90_03350" 5853.71299376935 -0.152019776262436 0.319438340940589 -0.475897088041508 0.634147696844806 0.99588490034801 "TARS, thrS" "K01868" "threonyl-tRNA synthetase" "NULL" "NULL" "ko00970" "Aminoacyl-tRNA biosynthesis" "PF03129.19" "HGTP_anticodon" "-" "NULL" "NULL" "NULL" "NULL" "COG0441" "ThrS" "Threonyl-tRNA synthetase" "Translation, ribosomal structure and biogenesis" "KOG1637" "KOG1637" "Threonyl-tRNA synthetase" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"618" "NMG90_03355" 12814.8102966397 0.0239330326693921 0.146452377881095 0.163418532465368 0.870188912225815 0.99588490034801 "infC, MTIF3" "K02520" "translation initiation factor IF-3" "NULL" "NULL" "NULL" "NULL" "PF00707.21" "IF3_C" "-" "NULL" "NULL" "NULL" "NULL" "COG0290" "InfC" "Translation initiation factor 3 (IF-3)" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"619" "NMG90_03360" 9912.93510501345 -0.0283715023606405 0.153259023648415 -0.185121252147126 0.853133932891635 0.99588490034801 "RP-L35, MRPL35, rpmI" "K02916" "large subunit ribosomal protein L35" "NULL" "NULL" "ko03010" "Ribosome" "PF01632.18" "Ribosomal_L35p" "-" "NULL" "NULL" "NULL" "NULL" "COG0291" "RpmI" "Ribosomal protein L35" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"620" "NMG90_03365" 13982.2170302715 -0.05348100126025 0.169568776586909 -0.315394156499321 0.752462403046693 0.99588490034801 "RP-L20, MRPL20, rplT" "K02887" "large subunit ribosomal protein L20" "NULL" "NULL" "ko03010" "Ribosome" "PF00453.17" "Ribosomal_L20" "-" "NULL" "NULL" "NULL" "NULL" "COG0292" "RplT" "Ribosomal protein L20" "Translation, ribosomal structure and biogenesis" "KOG4707" "KOG4707" "Mitochondrial/chloroplast ribosomal protein L20" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"621" "NMG90_03370" 5334.1678856073 0.0362680249828723 0.13451495751405 0.269620759305405 0.787452028004502 0.99588490034801 "NULL" "NULL" "dUTPase" "NULL" "NULL" "NULL" "NULL" "PF08761.10" "dUTPase_2" "-" "NULL" "NULL" "NULL" "NULL" "COG4508" "COG4508" "Dimeric dUTPase" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"622" "NMG90_03375" 25189.2177731417 -0.0791887614285436 0.16003571789588 -0.494819297027579 0.620727681615057 0.99588490034801 "NULL" "NULL" "putative aminopeptidase ysdC" "NULL" "NULL" "NULL" "NULL" "PF05343.13" "Peptidase_M42" "-" "NULL" "NULL" "NULL" "NULL" "COG1363" "FrvX" "Cellulase M and related proteins" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"623" "NMG90_03380" 984.426339000541 -0.137042062241892 0.173559283102839 -0.789597996672358 0.429762578586916 0.99588490034801 "NULL" "NULL" "transcriptional regulator, TetR family" "NULL" "NULL" "NULL" "NULL" "PF14278.5" "TetR_C_8" "-" "NULL" "NULL" "NULL" "NULL" "COG1309" "AcrR" "Transcriptional regulator" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"624" "NMG90_03385" 930.32289035486 -0.061912821922123 0.193019542984276 -0.320759343664837 0.748392771681396 0.99588490034801 "NULL" "NULL" "hlyD secretion family protein" "NULL" "NULL" "NULL" "NULL" "PF13437.5" "HlyD_3" "-" "NULL" "NULL" "NULL" "NULL" "COG1566" "EmrA" "Multidrug resistance efflux pump" "Defense mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"625" "NMG90_03390" 2330.74179574211 -0.0267582587803368 0.254958883989146 -0.104951270423179 0.916414475656977 0.99588490034801 "NULL" "NULL" "drug resistance MFS transporter, drug:H+ antiporter-2 family protein" "NULL" "NULL" "NULL" "NULL" "PF07690.15" "MFS_1" "-" "NULL" "NULL" "NULL" "NULL" "COG2814" "AraJ" "Arabinose efflux permease" "Carbohydrate transport and metabolism" "KOG0254" "KOG0254" "Predicted transporter (major facilitator superfamily)" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"626" "NMG90_03395" 487.313502822117 -0.021096454200797 0.18256103829816 -0.115558360083065 0.90800256558228 0.99588490034801 "NULL" "NULL" "putative membrane protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"627" "NMG90_03400" 490.029270338427 -0.125465942654936 0.1968496435079 -0.637369417689094 0.523884243930856 0.99588490034801 "NULL" "NULL" "putative membrane protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"628" "NMG90_03405" 25.541172045182 -0.419925741479482 0.393662502733483 -1.06671511399647 0.286100500054707 0.99588490034801 "rpoE" "K03088" "RNA polymerase sigma-70 factor, ECF subfamily" "NULL" "NULL" "NULL" "NULL" "PF04542.13" "Sigma70_r2" "-" "NULL" "NULL" "NULL" "NULL" "COG1595" "RpoE" "DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"629" "NMG90_03410" 118.141957290587 0.521852104390857 0.229449740961788 2.27436344971845 0.022944143133468 0.99588490034801 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF13786.5" "DUF4179" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"630" "NMG90_03415" 192.749359248092 0.479031946838179 0.339488536427244 1.41104012488752 0.158232783098248 0.99588490034801 "K07052" "K07052" "uncharacterized protein" "NULL" "NULL" "NULL" "NULL" "PF02517.15" "Abi" "-" "NULL" "NULL" "NULL" "NULL" "COG1266" "COG1266" "Predicted metal-dependent membrane protease" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"631" "NMG90_03420" 8092.42357662269 0.0643882857356878 0.288914112423519 0.222863068873912 0.823642080279789 0.99588490034801 "K06950" "K06950" "uncharacterized protein" "NULL" "NULL" "NULL" "NULL" "PF01966.21" "HD" "-" "NULL" "NULL" "NULL" "NULL" "COG1418" "COG1418" "Predicted HD superfamily hydrolase" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"632" "NMG90_03425" 5.2574048671145 0.44733997637278 0.907241628580734 0.493076995455541 0.621958184761473 0.99588490034801 "sspI" "K06426" "small acid-soluble spore protein I (minor)" "NULL" "NULL" "NULL" "NULL" "PF14098.5" "SSPI" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"633" "NMG90_03430" 2952.68777044164 -0.127988645775221 0.184870936520288 -0.692313503594846 0.48874047171273 0.99588490034801 "spoU" "K03437" "RNA methyltransferase, TrmH family" "NULL" "NULL" "NULL" "NULL" "PF00588.18" "SpoU_methylase" "-" "NULL" "NULL" "NULL" "NULL" "COG0566" "SpoU" "rRNA methylases" "Translation, ribosomal structure and biogenesis" "KOG2506" "KOG2506" "SpoU rRNA Methylase family protein" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"634" "NMG90_03435" 1292.62398119309 -0.192061108284526 0.166126237021101 -1.15611544406517 0.247633939700842 0.99588490034801 "FARSA, pheS" "K01889" "phenylalanyl-tRNA synthetase alpha chain" "NULL" "NULL" "ko00970" "Aminoacyl-tRNA biosynthesis" "PF02912.17" "Phe_tRNA-synt_N" "-" "NULL" "NULL" "NULL" "NULL" "COG0016" "PheS" "Phenylalanyl-tRNA synthetase alpha subunit" "Translation, ribosomal structure and biogenesis" "KOG2784" "KOG2784" "Phenylalanyl-tRNA synthetase, beta subunit" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"635" "NMG90_03440" 3688.91718280376 -0.207795030582614 0.22496950452679 -0.923658657735403 0.355664063300152 0.99588490034801 "FARSB, pheT" "K01890" "phenylalanyl-tRNA synthetase beta chain" "NULL" "NULL" "ko00970" "Aminoacyl-tRNA biosynthesis" "PF03483.16" "B3_4" "-" "NULL" "NULL" "NULL" "NULL" "COG0072" "PheT" "Phenylalanyl-tRNA synthetase beta subunit" "Translation, ribosomal structure and biogenesis" "KOG2472" "KOG2472" "Phenylalanyl-tRNA synthetase beta subunit" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"636" "NMG90_03445" 7635.56083552222 0.00157707804786693 0.326471076496044 0.00483068229134853 0.996145688171972 0.999393470833377 "NARS, asnS" "K01893" "asparaginyl-tRNA synthetase" "NULL" "NULL" "ko00970" "Aminoacyl-tRNA biosynthesis" "PF00152.19" "tRNA-synt_2" "-" "NULL" "NULL" "NULL" "NULL" "COG0017" "AsnS" "Aspartyl/asparaginyl-tRNA synthetases" "Translation, ribosomal structure and biogenesis" "KOG0554" "KOG0554" "Asparaginyl-tRNA synthetase (mitochondrial)" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"637" "NMG90_03450" 102.798473145633 0.08098187119957 0.258793083526477 0.312921311868386 0.754340445595836 0.99588490034801 "NULL" "NULL" "short chain dehydrogenase family protein" "NULL" "NULL" "NULL" "NULL" "PF00106.24" "adh_short" "-" "NULL" "NULL" "NULL" "NULL" "COG1028" "FabG" "Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)" "Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only" "KOG1208" "KOG1208" "Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)" "Secondary metabolites biosynthesis, transport and catabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"638" "NMG90_03455" 21.6726105631794 0.280219418597372 0.423636883998229 0.661461334416159 0.508316503126851 0.99588490034801 "NULL" "NULL" "yuzL-like family protein" "NULL" "NULL" "NULL" "NULL" "PF14115.5" "YuzL" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"639" "NMG90_03460" 660.800006442704 -0.0945528049461763 0.188934294704158 -0.500453372397169 0.616755880240767 0.99588490034801 "rnhC" "K03471" "ribonuclease HIII" "NULL" "NULL" "ko03030" "DNA replication" "PF11858.7" "DUF3378" "-" "NULL" "NULL" "NULL" "NULL" "COG1039" "RnhC" "Ribonuclease HIII" "DNA replication, recombination, and repair" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"640" "NMG90_03465" 2387.48631716772 0.0116095444186351 0.172124480462277 0.067448537171791 0.946224630057772 0.99588490034801 "zapA" "K09888" "cell division protein ZapA" "NULL" "NULL" "NULL" "NULL" "PF05164.12" "ZapA" "-" "NULL" "NULL" "NULL" "NULL" "COG3027" "zapA" "Cell division protein ZapA (stimulator of FtsZ polymerization and Z-ring component)" "Cell cycle control, cell division,    chromosome partitioning" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"641" "NMG90_03470" 3662.25983814361 0.119713597311765 0.154438710755161 0.775152788613684 0.438249381722511 0.99588490034801 "NULL" "NULL" "colicin V production family protein" "NULL" "NULL" "NULL" "NULL" "PF02674.15" "Colicin_V" "-" "NULL" "NULL" "NULL" "NULL" "COG1286" "CvpA" "Uncharacterized membrane protein, required for colicin V production" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"642" "NMG90_03475" 1975.73067439662 -0.193769006143213 0.192222505940739 -1.00804536490098 0.313432684401986 0.99588490034801 "polX, dpx" "K02347" "DNA polymerase (family X)" "NULL" "NULL" "NULL" "NULL" "PF14791.5" "DNA_pol_B_thumb" "-" "NULL" "NULL" "NULL" "NULL" "COG1796" "POL4" "DNA polymerase IV (family X)" "DNA replication, recombination, and repair" "KOG2534" "KOG2534" "DNA polymerase IV (family X)" "Replication, recombination and repair" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"643" "NMG90_03480" 3152.30708127543 -0.321149892762677 0.222674316215155 -1.44224039045604 0.149234569840242 0.99588490034801 "mutS2" "K07456" "DNA mismatch repair protein MutS2" "NULL" "NULL" "ko03430" "Mismatch repair" "PF00488.20" "MutS_V" "-" "NULL" "NULL" "NULL" "NULL" "COG1193" "COG1193" "Mismatch repair ATPase (MutS family)" "DNA replication, recombination, and repair" "KOG0218" "KOG0218" "Mismatch repair MSH3" "Replication, recombination and repair" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"644" "NMG90_03485" 1194.49331378739 0.155556010825453 0.266475427074531 0.583753678653247 0.55938604694055 0.99588490034801 "rluF" "K06182" "23S rRNA pseudouridine2604 synthase" "NULL" "NULL" "NULL" "NULL" "PF00849.21" "PseudoU_synth_2" "-" "NULL" "NULL" "NULL" "NULL" "COG1187" "RsuA" "16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases" "Translation, ribosomal structure and biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"645" "NMG90_03490" 1416.23602070239 0.450173453347881 0.439867058501483 1.02343070399841 0.306104248337785 0.99588490034801 "TC.LIVCS" "K03311" "branched-chain amino acid:cation transporter, LIVCS family" "NULL" "NULL" "NULL" "NULL" "PF05525.12" "Branch_AA_trans" "-" "NULL" "NULL" "NULL" "NULL" "COG1114" "BrnQ" "Branched-chain amino acid permeases" "Amino acid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"646" "NMG90_03495" 1933.04121079139 -0.0748137857131652 0.350238427653682 -0.213608158917221 0.830852636353643 0.99588490034801 "NULL" "NULL" "isdC heme uptake protein IsdC" "NULL" "NULL" "NULL" "NULL" "PF05031.11" "NEAT" "-" "NULL" "NULL" "NULL" "NULL" "COG5386" "COG5386" "Cell surface protein" "Cell envelope biogenesis, outer membrane" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"647" "NMG90_03500" 685.450085354196 -0.0477253174125744 0.322964775270865 -0.147772515973446 0.882522300247719 0.99588490034801 "NULL" "NULL" "Iron transport-associated protein" "NULL" "NULL" "NULL" "NULL" "PF05031.11" "NEAT" "-" "NULL" "NULL" "NULL" "NULL" "COG5386" "COG5386" "Cell surface protein" "Cell envelope biogenesis, outer membrane" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"648" "NMG90_03505" 3045.74993795808 -0.148746447735628 0.263790279880888 -0.563881458417622 0.572834809493323 0.99588490034801 "NULL" "NULL" "isdC heme uptake protein IsdC" "NULL" "NULL" "NULL" "NULL" "PF05031.11" "NEAT" "-" "NULL" "NULL" "NULL" "NULL" "COG5386" "COG5386" "Cell surface protein" "Cell envelope biogenesis, outer membrane" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"649" "NMG90_03510" 417.518725314455 -0.130745524004001 0.228317465197087 -0.57264793077104 0.566883099435296 0.99588490034801 "ABC.FEV.S" "K02016" "iron complex transport system substrate-binding protein" "NULL" "NULL" "NULL" "NULL" "PF01497.17" "Peripla_BP_2" "-" "NULL" "NULL" "NULL" "NULL" "COG0614" "FepB" "ABC-type Fe3+-hydroxamate transport system, periplasmic component" "Inorganic ion transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"650" "NMG90_03515" 531.706096566101 0.127173629399536 0.260268694158576 0.488624380318487 0.625107649191682 0.99588490034801 "ABC.FEV.P" "K02015" "iron complex transport system permease protein" "NULL" "NULL" "NULL" "NULL" "PF01032.17" "FecCD" "-" "NULL" "NULL" "NULL" "NULL" "COG0609" "FepD" "ABC-type Fe3+-siderophore transport system, permease component" "Inorganic ion transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"651" "NMG90_03520" 537.614049399491 0.121338344895929 0.283408213764337 0.428139831532286 0.668549318864347 0.99588490034801 "ABC.FEV.A" "K02013" "iron complex transport system ATP-binding protein" "NULL" "NULL" "NULL" "NULL" "PF00005.26" "ABC_tran" "-" "NULL" "NULL" "NULL" "NULL" "COG1120" "FepC" "ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components" "Inorganic ion transport and metabolism / Coenzyme metabolism" "KOG0055" "KOG0055" "Multidrug/pheromone exporter, ABC superfamily" "Secondary metabolites biosynthesis, transport and catabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"652" "NMG90_03525" 494.870184525442 -0.0280631085496123 0.272719147995964 -0.102901130176703 0.918041440712732 0.99588490034801 "srtB" "K08600" "sortase B" "NULL" "NULL" "NULL" "NULL" "PF04203.12" "Sortase" "-" "NULL" "NULL" "NULL" "NULL" "COG4509" "COG4509" "Uncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"653" "NMG90_03530" 282.394093807065 0.00374320698022381 0.353638803135295 0.0105848310395727 0.991554684435402 0.999318763975593 "isdG, isdI" "K07145" "heme oxygenase (staphylobilin-producing)" "NULL" "NULL" "ko00860==ko01110" "Porphyrin and chlorophyll metabolism==Biosynthesis of secondary metabolites" "PF03992.15" "ABM" "-" "NULL" "NULL" "NULL" "NULL" "COG2329" "COG2329" "Uncharacterized enzyme involved in biosynthesis of extracellular polysaccharides" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"654" "NMG90_03535" 1901.72932461095 -0.121318537051662 0.150156136611201 -0.807949243964582 0.419119801390656 0.99588490034801 "rlmI" "K06969" "23S rRNA (cytosine1962-C5)-methyltransferase" "NULL" "NULL" "NULL" "NULL" "PF10672.8" "Methyltrans_SAM" "-" "NULL" "NULL" "NULL" "NULL" "COG1092" "COG1092" "Predicted SAM-dependent methyltransferases" "General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"655" "NMG90_03540" 3286.01593885381 0.0780919331711713 0.177752554708351 0.439329456048051 0.660422833645838 0.99588490034801 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF09962.8" "DUF2196" "-" "NULL" "NULL" "NULL" "NULL" "COG4895" "COG4895" "Uncharacterized conserved protein" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"656" "NMG90_03545" 4005.39449744533 0.0443137551699124 0.188445214673793 0.2351545792586 0.814088758033805 0.99588490034801 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
