"Row.names" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "product_name" "kegg_entry" "kegg_definition" "kegg_module" "kegg_module_desc" "kegg_pathway" "kegg_pathway_desc" "pfam_access" "pfam_product_name" "pfam_desc" "tigrfam_access" "tigrfam_name" "tigrfam_product_name" "tigrfam_desc" "cog_access" "cog_name" "cog_function" "cog_category" "kog_access" "kog_name" "kog_function" "kog_category" "ublastp" "ublastp_desc" "tax_kingdom" "tax_phylum" "tax_class" "tax_order" "tax_family" "tax_genus" "tax_specie"
"1229" "NMG90_06535" 404.242258466738 -0.218997790139453 0.180874714598054 -1.2107706189122 0.225983328610481 1 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF14470.5" "bPH_3" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1230" "NMG90_06540" 3440.61506255816 0.0300191600358537 0.179326978965493 0.167399017197686 0.867056098427646 1 "NULL" "NULL" "glycosyl transferase 2 family protein" "NULL" "NULL" "NULL" "NULL" "PF00535.25" "Glycos_transf_2" "-" "NULL" "NULL" "NULL" "NULL" "COG0463" "WcaA" "Glycosyltransferases involved in cell wall biogenesis" "Cell envelope biogenesis, outer membrane" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1231" "NMG90_06545" 977.357204966663 -0.13572064890008 0.221352189177826 -0.613143467901496 0.539781480729188 1 "NULL" "NULL" "Transposase Tn3 family protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1232" "NMG90_06550" 1165.33853220555 0.224214719900424 0.203118378640555 1.10386229646507 0.26965287637074 1 "NULL" "NULL" "CAAX protease self-immunity family protein" "NULL" "NULL" "NULL" "NULL" "PF02517.15" "Abi" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1233" "NMG90_06565" 897.994718946578 -0.0641866507414755 0.218221599910726 -0.294135185369982 0.768654605402152 1 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1234" "NMG90_06570" 1033.06641813006 0.0212645570801922 0.188320450547378 0.112916876623776 0.910096456292971 1 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1235" "NMG90_06575" 1788.28517052556 -0.0664739233934752 0.136811872548736 -0.485878324410737 0.627053437382354 1 "NULL" "NULL" "S-layer domain-containing protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1236" "NMG90_06580" 788.538879915686 -0.0940153943043479 0.145734498100426 -0.645114201028516 0.518853181674539 1 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF13273.5" "DUF4064" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1237" "NMG90_06585" 158.506994018745 0.127657288795516 0.282678036679101 0.451599601777461 0.651557456948253 1 "NULL" "NULL" "putative nADH dehydrogenase subunit 2" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1238" "NMG90_06590" 1158.53979087509 -0.041450641254381 0.222377644312821 -0.186397519330099 0.852133037629946 1 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1239" "NMG90_06595" 530.559386277087 -0.309360318776101 0.21431712238415 -1.44346991661073 0.148888141026937 1 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1240" "NMG90_06605" 3004.59162606785 -0.191415164076059 0.244991232285445 -0.781314344560039 0.434617635390452 1 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1241" "NMG90_06610" 1507.41880694162 -0.247273070328877 0.269636761159183 -0.91705993376362 0.359111234821755 1 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF04134.11" "DUF393" "-" "NULL" "NULL" "NULL" "NULL" "COG3011" "COG3011" "Predicted thiol-disulfide oxidoreductase" "General function    prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1242" "NMG90_06615" 5226.37287218063 -0.183924826326102 0.391496160782832 -0.469799821174051 0.638498042184624 1 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1243" "NMG90_06620" 3148.67655416911 -0.218128858011578 0.333127259689195 -0.654791379772074 0.512602081441523 1 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1244" "NMG90_06625" 1672.44891635912 -0.242488067714189 0.310575601201313 -0.780769856924498 0.434937865713102 1 "NULL" "NULL" "antimicrobial peptide system, SdpA family protein" "NULL" "NULL" "NULL" "NULL" "PF17418.1" "SdpA" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1245" "NMG90_06630" 11254.2578430296 -0.231369285374348 0.441085526031785 -0.524545177113056 0.599899406325699 1 "NULL" "NULL" "sdpI/YhfL family protein" "NULL" "NULL" "NULL" "NULL" "PF13630.5" "SdpI" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1246" "NMG90_06640" 39.5433931298402 -0.118915156193524 0.301920841944342 -0.393862031609749 0.69368290362576 1 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF13814.5" "Replic_Relax" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1247" "NMG90_06645" 227.85783682434 0.294483813738044 0.448006550239262 0.65732033065314 0.51097496662012 1 "NULL" "NULL" "DUF1093 domain-containing protein" "NULL" "NULL" "NULL" "NULL" "PF06486.10" "DUF1093" "-" "NULL" "NULL" "NULL" "NULL" "COG5294" "COG5294" "Uncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1248" "NMG90_06655" 479.335065941483 0.0650222730029366 0.293225440174431 0.221748402745195 0.824509748043757 1 "NULL" "NULL" "antigen" "NULL" "NULL" "NULL" "NULL" "PF13702.5" "Lysozyme_like" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1249" "NMG90_06660" 1368.26572054756 -0.013235335176867 0.191087371671895 -0.0692632645531003 0.944780066124863 1 "rimJ" "K03790" "[ribosomal protein S5]-alanine N-acetyltransferase" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1250" "NMG90_06665" 110.725087354507 0.200419268839974 0.292379413210302 0.685476677852887 0.493043172657235 1 "NULL" "NULL" "transcription factor RsfA" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1251" "NMG90_06685" 4506.23232991002 0.12471008339473 0.19909079135757 0.626398049575025 0.531053888552006 1 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1252" "NMG90_06690" 3715.59805174023 0.0626501801898557 0.190138848175458 0.329497000697316 0.74178006060172 1 "NULL" "NULL" "conserved hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1253" "NMG90_06695" 849.123170170361 -0.0566557397171354 0.223421389315126 -0.253582434031081 0.799818168753572 1 "NULL" "NULL" "cytochrome p450" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1254" "NMG90_06700" 1499.04441855766 -0.0136871022999041 0.163858284091258 -0.0835301210177528 0.933430027965161 1 "K07076" "K07076" "uncharacterized protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1255" "NMG90_06705" 1726.61342776176 0.0745778833973817 0.17547609238762 0.425003100893322 0.670834414241019 1 "NULL" "NULL" "protein of unknown function DUF86" "NULL" "NULL" "NULL" "NULL" "PF01934.16" "DUF86" "-" "NULL" "NULL" "NULL" "NULL" "COG2445" "COG2445" "Uncharacterized conserved protein" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1256" "NMG90_06710" 82.8493251969735 -0.148932731668792 0.314115305442944 -0.474133953640932 0.63540438750935 1 "NULL" "NULL" "conserved domain protein" "NULL" "NULL" "NULL" "NULL" "PF00269.19" "SASP" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1257" "NMG90_06715" 1384.08784759277 -0.150452810507777 0.717256100269602 -0.20976163249253 0.833853719657133 1 "NULL" "NULL" "group-specific protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1258" "NMG90_06720" 35.2159620189225 0.00265532851365716 0.420379981548021 0.006316496099265 0.994960198797149 1 "K07052" "K07052" "uncharacterized protein" "NULL" "NULL" "NULL" "NULL" "PF02517.15" "Abi" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1259" "NMG90_06730" 433.533805542186 -0.116287810423778 0.184712069651802 -0.629562597847508 0.52898080099244 1 "IS15, IS26" "K18320" "transposase, IS6 family" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "COG3316" "COG3316" "Transposase and inactivated derivatives" "DNA replication, recombination, and repair" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1260" "NMG90_06740" 3383.58028624839 0.156843203885008 0.193125522925261 0.812130895540442 0.416716526795872 1 "IS15, IS26" "K18320" "transposase, IS6 family" "NULL" "NULL" "NULL" "NULL" "PF13610.5" "DDE_Tnp_IS240" "-" "NULL" "NULL" "NULL" "NULL" "COG3316" "COG3316" "Transposase and inactivated derivatives" "DNA replication, recombination, and repair" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1261" "NMG90_06750" 3224.89602956435 -0.0830560555961631 0.17245997613998 -0.481596121344404 0.630092882051114 1 "purR" "K03604" "LacI family transcriptional regulator, purine nucleotide synthesis repressor" "NULL" "NULL" "NULL" "NULL" "PF00356.20" "LacI" "-" "NULL" "NULL" "NULL" "NULL" "COG1609" "PurR" "Transcriptional regulators" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1262" "NMG90_06755" 168.252419633185 0.0634385985024611 0.246557464773495 0.257297415678492 0.796949187306608 1 "NULL" "NULL" "csbX alpha-ketoglutarate permease" "NULL" "NULL" "NULL" "NULL" "PF07690.15" "MFS_1" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1263" "NMG90_06760" 40.8338260114343 0.983458884693149 0.414829582559622 2.37075398197235 0.0177518427167446 1 "iolG" "K00010" "myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase" "NULL" "NULL" "ko00521==ko00562==ko01100==ko01110==ko01120" "Streptomycin biosynthesis==Inositol phosphate metabolism==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments" "PF01408.21" "GFO_IDH_MocA" "-" "NULL" "NULL" "NULL" "NULL" "COG0673" "MviM" "Predicted dehydrogenases and related proteins" "General function prediction only" "KOG2741" "KOG2741" "Dimeric dihydrodiol dehydrogenase" "Carbohydrate transport and metabolism, Secondary metabolites biosynthesis, transport and catabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1264" "NMG90_06765" 29.8898218561422 0.28422830124338 0.510096989901457 0.557204427531102 0.577387765021114 1 "iolC" "K03338" "5-dehydro-2-deoxygluconokinase" "NULL" "NULL" "ko00562==ko01100==ko01120" "Inositol phosphate metabolism==Metabolic pathways==Microbial metabolism in diverse environments" "PF00294.23" "PfkB" "-" "NULL" "NULL" "NULL" "NULL" "COG0524" "RbsK" "Sugar kinases, ribokinase family" "Carbohydrate transport and metabolism" "KOG2855" "KOG2855" "Ribokinase" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1265" "NMG90_06770" 363.67840842777 -0.0647637941277115 0.411005801143514 -0.157573917320689 0.874792557731412 1 "mmsA, iolA, ALDH6A1" "K00140" "malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase" "M00013" "Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA" "ko00280==ko00410==ko00562==ko00640==ko01100==ko01200" "Valine, leucine and isoleucine degradation==beta-Alanine metabolism==Inositol phosphate metabolism==Propanoate metabolism==Metabolic pathways==Carbon metabolism" "PF00171.21" "Aldedh" "-" "NULL" "NULL" "NULL" "NULL" "COG1012" "PutA" "NAD-dependent aldehyde dehydrogenases" "Energy production and conversion" "KOG2450" "KOG2450" "Aldehyde dehydrogenase" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1266" "NMG90_06775" 96.8194072200728 -0.172222394622152 0.259703645468294 -0.663149700157664 0.507234682566697 1 "iolD" "K03336" "3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)" "NULL" "NULL" "ko00562==ko01100==ko01120" "Inositol phosphate metabolism==Metabolic pathways==Microbial metabolism in diverse environments" "PF02775.20" "TPP_enzyme_C" "-" "NULL" "NULL" "NULL" "NULL" "COG3962" "COG3962" "Acetolactate synthase" "Amino acid transport and metabolism" "KOG1185" "KOG1185" "Thiamine pyrophosphate-requiring enzyme" "Amino acid transport and metabolism, Coenzyme transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1267" "NMG90_06780" 104.30375128368 0.483851785292076 0.319461087132374 1.51458755003731 0.129876887020566 1 "iolE" "K03335" "inosose dehydratase" "NULL" "NULL" "ko00562==ko01100==ko01120" "Inositol phosphate metabolism==Metabolic pathways==Microbial metabolism in diverse environments" "PF01261.23" "AP_endonuc_2" "-" "NULL" "NULL" "NULL" "NULL" "COG1082" "IolE" "Sugar phosphate isomerases/epimerases" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1268" "NMG90_06785" 80.4335920778777 0.340596001645184 0.300492815137322 1.13345805452798 0.257021946349235 1 "FBA, fbaA" "K01624" "fructose-bisphosphate aldolase, class II" "M00001==M00003==M00165==M00167==M00344==M00345" "Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate==Gluconeogenesis, oxaloacetate => fructose-6P==Reductive pentose phosphate cycle (Calvin cycle)==Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P==Formaldehyde assimilation, xylulose monophosphate pathway==Formaldehyde assimilation, ribulose monophosphate pathway" "ko00010==ko00030==ko00051==ko00680==ko00710==ko01100==ko01110==ko01120==ko01200==ko01230" "Glycolysis / Gluconeogenesis==Pentose phosphate pathway==Fructose and mannose metabolism==Methane metabolism==Carbon fixation in photosynthetic organisms==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Carbon metabolism==Biosynthesis of amino acids" "PF01116.19" "F_bP_aldolase" "-" "NULL" "NULL" "NULL" "NULL" "COG0191" "Fba" "Fructose/tagatose bisphosphate aldolase" "Carbohydrate transport and metabolism" "KOG4153" "KOG4153" "Fructose 1,6-bisphosphate aldolase" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1269" "NMG90_06790" 175.186823859335 0.0536917642138117 0.23736889599198 0.226195449868992 0.821049409390209 1 "iolB" "K03337" "5-deoxy-glucuronate isomerase" "NULL" "NULL" "ko00562==ko01100==ko01120" "Inositol phosphate metabolism==Metabolic pathways==Microbial metabolism in diverse environments" "PF04962.11" "KduI" "-" "NULL" "NULL" "NULL" "NULL" "COG3718" "IolB" "Uncharacterized enzyme involved in inositol metabolism" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1270" "NMG90_06795" 237.498585025412 -0.0273188801523124 0.232675539266695 -0.11741191290847 0.906533644231908 1 "NULL" "NULL" "UDP-glucose 4-epimerase" "NULL" "NULL" "NULL" "NULL" "PF01073.18" "3Beta_HSD" "-" "NULL" "NULL" "NULL" "NULL" "COG0451" "WcaG" "Nucleoside-diphosphate-sugar epimerases" "Cell envelope biogenesis, outer membrane / Carbohydrate transport and metabolism" "KOG1371" "KOG1371" "UDP-glucose 4-epimerase/UDP-sulfoquinovose synthase" "Cell wall/membrane/envelope biogenesis" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1271" "NMG90_06800" 1481.61766784493 -0.252820205320575 0.205311845288878 -1.23139609877283 0.218174755364082 1 "K07496" "K07496" "putative transposase" "NULL" "NULL" "NULL" "NULL" "PF12323.7" "HTH_OrfB_IS605" "-" "NULL" "NULL" "NULL" "NULL" "COG0675" "COG0675" "Transposase and inactivated derivatives" "DNA replication, recombination, and repair" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1272" "NMG90_06805" 140.022355241686 -0.0416173692798818 0.1876417149568 -0.221791669775897 0.824476064526952 1 "NULL" "NULL" "glycosyl transferase" "NULL" "NULL" "NULL" "NULL" "PF04765.12" "DUF616" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1273" "NMG90_06810" 24.9071183222957 0.364999356337688 0.403085189303973 0.90551418415534 0.365193048924362 1 "CHO1, pssA" "K17103" "CDP-diacylglycerol---serine O-phosphatidyltransferase" "M00093" "Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE" "ko00260==ko00564==ko01100==ko01110" "Glycine, serine and threonine metabolism==Glycerophospholipid metabolism==Metabolic pathways==Biosynthesis of secondary metabolites" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1274" "NMG90_06815" 5392.67752609428 0.322955850875734 0.275865669085557 1.17069968128427 0.241719513384269 1 "bcrC" "K19302" "undecaprenyl-diphosphatase" "NULL" "NULL" "ko00550" "Peptidoglycan biosynthesis" "PF01569.20" "PAP2" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1275" "NMG90_06825" 2264.77393198878 0.211974578404816 0.233135445317913 0.909233592153946 0.363226835891212 1 "iadA" "K01305" "beta-aspartyl-dipeptidase (metallo-type)" "NULL" "NULL" "NULL" "NULL" "PF01979.19" "Amidohydro_1" "-" "NULL" "NULL" "NULL" "NULL" "COG0044" "PyrC" "Dihydroorotase and related cyclic amidohydrolases" "Nucleotide transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1276" "NMG90_06830" 334.162249017515 -0.203154341614241 0.219365119627742 -0.926101387308015 0.354393293098392 1 "NULL" "NULL" "na+/H+ antiporter family protein" "NULL" "NULL" "NULL" "NULL" "PF03606.14" "DcuC" "-" "NULL" "NULL" "NULL" "NULL" "COG1288" "COG1288" "Predicted membrane protein" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1277" "NMG90_06835" 2937.23501442082 0.0841143912010073 0.162593325878114 0.517329913431149 0.604925875789073 1 "acoR" "K21405" "sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR" "NULL" "NULL" "NULL" "NULL" "PF00158.25" "Sigma54_activat" "-" "NULL" "NULL" "NULL" "NULL" "COG3829" "RocR" "Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding domains" "Transcription / Signal transduction mechanisms" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1278" "NMG90_06840" 1048.42878783544 -0.160769333280834 0.196684150947443 -0.817398516893181 0.413700722981036 1 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF08818.10" "DUF1801" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1279" "NMG90_06845" 142.762857399171 0.190011085591778 0.219788062988391 0.86451958768031 0.387302524793851 1 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1280" "NMG90_06865" 56.5976471278202 0.116104022289537 0.278767211274329 0.416490955872431 0.677050784032256 1 "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"1281" "NMG90_06875" 8.06178114583 -0.402558530275911 1.02989854449316 -0.390872025626583 0.695891832615605 1 "NULL" "NULL" "phage transcriptional regulator, ArpU family protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
